
0	2612800	18 2 3 5 9 4 30 13 8 6 42 10 46 19 11 18 21 11 17 26 12 19 23 13 22 23 9 33 23 14 24 25 1 24 26 43 25 37 15 17 27 16 15 30 20 28 20 21 35 32 26 43 33 27 31 33 28 12 33 22 32 34 36 32 47 29 34 35 29 10 35 30 37 47 45 7 38 31 39 38 36 39 14 37 44 41 38 44 41 39 45 25 40 0 42 41 47 42 16 48 42 46 45 44 47 49 38 40 49 46 48 49 47 48 49 48 34 49 43 49      90000      62500     117500 
297	2426800	11 0 1 4 14 27 10 8 10 27 2 18 12 29 32 21 13 3 18 15 43 13 17 15 19 20 12 19 22 14 23 11 17 16 29 27 25 25 24 23 29 20 26 28 21 48 30 16 45 24 38 32 37 22 6 33 42 39 31 26 34 30 36 41 34 28 36 7 32 46 33 34 37 8 36 35 37 40 39 38 38 40 30 42 44 40 35 35 43 43 9 44 38 47 45 41 31 42 43 47 46 42 5 47 45 49 47 33 49 48 28 49 47 44 41 48 44 49 48 46     112500      90000      63000 
396	2229800	7 18 22 28 6 4 5 2 10 28 21 15 13 39 42 14 16 36 42 37 17 45 11 20 16 46 3 17 19 26 12 18 8 20 15 39 27 34 10 25 27 25 26 29 31 32 30 30 30 21 23 1 31 14 47 49 24 31 34 0 33 28 36 35 32 37 40 33 38 24 39 26 8 19 12 41 36 35 9 38 32 42 44 33 35 43 38 40 22 41 23 43 37 48 41 9 29 45 40 47 45 49 46 46 43 47 48 44 11 34 47 48 49 48 49 13 6 49 44 27      95167      84833      80333 
4230	1417800	11 0 4 12 1 5 13 2 10 14 3 32 15 4 33 16 5 34 17 6 35 18 6 40 19 7 41 20 7 41 21 8 42 22 8 43 23 9 43 24 9 43 25 10 44 26 10 44 27 25 44 28 26 45 29 27 45 30 28 45 31 29 45 32 30 46 33 31 46 34 32 46 35 33 47 36 34 47 37 35 48 38 36 48 39 36 49 40 37 49 41 37 49 42 38 49 43 38 49 44 39 49 45 39 49 46 40 49 47 40 49 47 41 49 48 41 49 48 42 49     153000      54000      33750 
8289	1386300	11 0 4 12 1 5 13 2 10 14 3 32 15 4 33 16 5 34 17 6 35 18 6 40 19 7 46 20 7 41 21 8 42 22 8 43 23 9 43 24 9 43 25 10 44 26 10 44 27 25 44 28 26 45 29 27 45 30 28 45 31 29 45 32 30 46 33 31 46 34 32 46 35 33 47 36 34 47 37 35 48 38 36 48 39 36 49 40 37 49 41 37 49 42 38 49 43 38 49 44 39 49 45 39 49 46 40 49 47 40 49 47 41 49 48 41 49 48 42 49     153000      54000      33750 
0	3557800	1 2 0 30 3 15 48 4 4 10 9 5 11 6 8 14 9 12 42 9 13 18 43 16 19 13 45 21 15 22 23 16 22 23 17 6 25 20 33 26 21 26 27 22 19 27 35 28 29 29 30 17 35 28 31 31 36 32 7 36 43 32 37 33 34 37 35 34 38 36 34 39 5 25 39 24 14 39 44 37 39 44 38 42 46 38 42 41 39 45 40 7 45 47 40 20 47 41 46 8 42 47 49 45 48 49 40 12 28 46 48 24 11 48 18 47 49 49 48 49     138000      87000      69000 
594	2071800	41 28 0 3 17 12 11 16 6 11 9 5 43 9 43 21 30 7 14 14 21 18 47 38 18 19 17 13 41 16 25 1 22 10 24 23 27 23 20 24 24 22 25 29 36 28 49 25 32 4 47 46 31 32 34 4 30 19 35 35 27 31 36 34 34 37 27 32 33 39 34 38 28 39 39 46 26 41 12 37 15 13 40 42 43 37 40 8 15 42 46 31 48 40 20 29 2 44 44 8 46 45 49 45 33 10 14 26 49 47 45 49 44 47 49 48 48 49 48 35      67500      67500     121500 
4032	1624650	11 0 4 12 1 5 13 2 24 14 3 32 15 4 33 16 5 34 17 6 35 18 6 42 19 7 43 20 7 43 21 8 43 22 8 44 23 9 44 24 9 44 25 10 44 26 10 45 27 25 45 28 26 45 29 27 46 30 28 46 31 29 46 32 30 46 33 31 47 34 32 47 35 33 47 36 34 48 37 35 48 38 36 48 39 36 49 40 37 49 41 37 49 42 38 49 43 38 49 44 39 49 45 39 49 46 40 49 47 40 49 47 41 49 48 41 49 48 42 49     153000      61650      30375 
4230	1561944	10 0 5 11 1 22 12 2 4 13 3 24 14 4 45 15 5 23 16 6 45 17 28 45 18 7 45 19 7 46 20 8 29 21 8 46 22 9 49 23 9 46 24 25 46 25 26 46 26 48 34 27 45 47 28 49 47 29 30 47 30 31 47 31 33 47 32 32 47 33 33 29 34 46 47 35 34 48 36 47 32 36 35 48 37 35 48 37 43 48 38 45 48 38 43 48 39 43 6 39 43 48 40 27 49 40 44 49 41 44 49 41 44 49 42 44 49 42 49 49     135000      59625      40822 
10647	1421800	11 0 4 12 1 5 13 2 10 14 3 32 15 4 33 16 5 34 17 6 35 18 6 40 19 7 42 20 7 43 21 8 43 22 8 43 23 9 44 24 9 44 25 10 44 26 10 44 27 25 45 28 26 45 29 27 45 30 28 46 31 29 46 32 30 46 33 31 47 34 32 47 35 33 47 36 34 48 37 35 48 38 36 48 39 36 49 40 37 49 41 37 49 42 38 49 43 38 49 44 39 49 45 39 49 46 40 49 47 40 49 47 41 49 48 41 49 48 42 49     153000      54000      33750 
