
0	 157500	5 0 5 6 5 1 5 3 6 2 6 3 6 4 6 4 6 5     157500     250000 
486	  29287	2 6 0 6 4 6 5 5 1 5 3 6 3 6 4 6 5 6     250000     157143 
0	  65000	6 1 5 5 3 2 3 4 3 0 5 4 6 5 6 6 6 6     150000     250000 
99	  29287	6 2 6 0 5 3 5 4 6 3 6 1 6 4 6 5 6 5     157143     250000 
0	 153750	5 0 4 1 4 3 4 2 5 3 5 5 5 6 6 6 6 6     156250     255000 
486	  95000	2 5 0 5 6 3 4 3 4 3 1 6 6 5 6 5 6 5     250000     160000 
585	  67002	2 3 0 4 1 4 5 4 5 6 6 3 6 5 6 3 6 5     234000     166666 
882	  65000	5 0 6 1 3 4 3 4 3 2 5 5 6 5 6 6 6 6     150000     250000 
0	 165000	0 3 1 3 2 4 3 4 5 4 5 5 6 5 6 6 6 6     250000     150000 
486	  29287	0 6 1 6 2 5 3 5 4 6 4 6 5 6 5 6 3 6     250000     157143 
0	  29287	6 1 6 2 5 3 5 0 6 3 6 4 6 5 6 4 6 5     157143     250000 
0	  67002	0 4 1 6 2 3 5 4 5 3 6 3 6 4 6 5 6 5     234000     166666 
1836	  29287	6 0 6 4 6 1 5 2 5 3 6 3 6 4 6 5 6 5     157143     250000 
0	  65000	5 4 0 6 2 4 1 4 3 5 3 5 5 6 6 6 6 6     250000     150000 
675	  29287	6 0 6 1 6 2 5 3 5 3 6 4 6 4 6 5 6 5     157143     250000 
0	 526500	2 3 4 0 4 0 5 3 5 3 5 6 1 6 6 6 6 6     255000     150000 
99	 165000	3 5 1 5 2 5 3 4 0 4 4 5 6 5 6 6 6 6     250000     150000 
297	  65000	1 4 0 5 2 4 6 4 3 5 3 6 5 6 5 6 6 6     250000     150000 
2232	  29287	0 6 1 5 2 6 3 6 3 5 4 6 4 6 5 6 5 6     250000     157143 
0	  29287	5 5 5 0 6 1 6 4 6 2 6 3 6 3 6 4 6 5     157143     250000 
0	  65000	3 1 5 0 3 2 3 4 5 5 6 5 6 6 6 4 6 6     150000     250000 
0	 587500	1 2 3 2 0 3 4 3 4 6 5 6 5 6 5 6 6 6     255000     169000 
99	 157500	0 5 1 6 2 5 3 5 3 5 4 6 4 6 5 6 6 6     250000     157500 
0	 160000	4 6 6 0 4 1 4 2 6 3 6 5 6 3 6 5 6 5     150000     255000 
288	 153750	0 3 1 3 5 3 4 5 4 5 2 5 6 5 6 6 6 6     255000     156250 
0	 588167	0 1 2 1 3 1 4 3 5 3 5 4 6 4 6 5 6 6     338333      85000 
99	 185001	0 5 1 5 2 5 3 6 3 6 4 6 4 6 5 6 6 6     250000     156667 
297	  65000	1 5 6 4 5 4 3 4 3 5 5 6 2 6 0 6 6 6     250000     150000 
0	 157500	6 0 5 5 5 1 5 6 5 2 6 3 6 4 6 4 6 3     157500     250000 
774	  55000	0 5 6 5 1 5 6 5 2 5 3 6 4 6 4 6 3 6     250000     160000 
1071	  29287	0 5 5 6 1 6 5 6 2 6 3 5 4 6 4 6 3 6     250000     157143 
0	 165000	0 3 1 3 2 3 4 4 5 4 5 5 6 5 6 6 6 6     250000     150000 
99	  65000	0 4 1 4 2 5 3 5 3 4 5 6 5 6 6 6 6 6     250000     150000 
0	 726501	0 1 3 3 3 2 6 5 6 0 6 4 6 4 6 5 6 5     183333     255000 
99	 531501	2 0 5 1 6 3 5 3 5 4 6 4 2 6 6 5 6 6     156667     250000 
585	 165000	0 6 1 5 2 6 6 5 3 3 4 6 4 3 5 6 5 6     250000     150000 
1467	  55000	5 0 6 4 6 2 5 3 5 3 5 1 5 4 6 6 6 6     160000     250000 
0	  65000	6 0 3 6 3 1 3 2 5 4 5 4 6 5 6 5 6 6     150000     250000 
1737	  29287	6 0 5 1 6 2 6 3 6 3 5 4 6 4 6 5 6 5     157143     250000 
0	 611500	0 1 2 1 4 3 4 3 5 3 6 5 6 5 6 5 6 5     260000     150000 
198	 157500	1 5 0 6 6 5 3 5 3 5 4 6 2 6 4 6 5 6     250000     157500 
1359	  67002	2 4 6 5 1 6 5 3 5 3 0 4 6 3 6 4 6 5     234000     166666 
1953	  29287	1 6 0 6 3 5 5 6 3 5 4 6 2 6 4 6 5 6     250000     157143 
0	 504834	4 0 4 2 4 3 5 3 5 5 1 5 1 6 6 6 6 6     166666     250000 
99	 165000	0 6 1 3 2 3 3 5 4 5 4 5 6 5 6 5 6 6     250000     150000 
198	  65000	5 0 4 2 4 3 4 1 5 3 6 5 6 5 6 6 6 6     150000     250000 
2232	  55000	0 6 1 6 2 5 4 6 3 6 6 5 4 5 3 5 6 5     250000     160000 
0	 165000	0 3 1 3 2 5 4 4 5 4 5 3 6 5 6 6 6 6     250000     150000 
