
0	1701000	0 1 2 0 5 0 1 0 3 0 4 0 0 1 3 0 3 2 0 2 3 0 0 2 0 2 0 0 2 2 1 1 0 1 2 2 1 1 2 0 4 0 1 2 1 1 0 1 0 2 1 1 0 1 1 0 1 2 0 0 1 2 2 2 0 0 1 2 1 3 0 0 3 3 3 3 2 5 3 1 1 5 0 0 6 0 0 5 0 4      49500      31500      31500 
297	1542000	1 0 1 1 0 1 1 0 1 3 0 2 0 1 1 1 0 2 2 0 1 0 5 2 0 2 0 2 1 0 0 1 2 0 2 0 3 0 2 2 0 1 0 0 2 2 2 2 5 0 0 1 1 1 0 2 0 0 1 3 2 0 1 0 3 0 0 0 2 1 3 1 1 1 5 4 5 2 5 3 0 0 3 2 5 2 3 0 4 2      22500      40500      45000 
495	1412192	1 0 0 1 1 0 1 1 0 0 3 1 1 0 0 0 4 1 1 1 0 1 0 0 1 0 1 1 2 1 1 0 1 4 2 0 1 0 2 1 0 1 1 0 1 1 0 1 2 2 2 1 0 1 1 1 1 1 1 1 2 0 1 1 0 1 0 0 3 2 3 1 1 3 5 1 1 4 3 3 1 2 4 3 2 5 4 6 5 4      63000       9818      33546 
693	1104000	0 1 1 1 0 1 0 2 0 1 1 1 1 1 0 0 2 1 2 0 0 0 1 2 0 1 1 1 1 0 1 1 1 1 3 1 0 2 0 2 0 1 0 2 1 0 1 2 2 0 1 2 1 0 1 2 0 0 1 2 1 2 0 0 1 3 3 0 1 2 1 1 1 4 2 4 1 2 5 1 4 2 2 8 1 4 5 8 3 0      36000      36000      27000 
1179	 487056	1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 2 0 2 0 0 1 2 0 1 2 0 1 2 0 1 2 0 1 3 0 1 3 0 1 3 0 1 3 0 2 2 0 2 4 6 3 2 2 2 3 9 3 2 4 4 1 2 2 2 18      63115      13442       7049 
1764	 161000	0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 1 1 0 1 1 0 1 1 0 1 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 1 3 1 0 3 1 0 2 1 1 2 2 0 1 3 6 2 3 3 4 2 6 2 3 4 2 4 4 2 2 17      13500      63000       7250 
0	1140000	0 1 1 1 1 0 1 1 0 0 2 0 0 1 2 0 2 3 2 0 0 0 4 1 0 1 2 1 0 4 2 0 0 2 2 0 1 2 0 2 0 0 1 1 1 0 0 3 0 0 3 2 0 1 0 1 4 0 3 2 3 1 0 3 0 0 1 1 1 0 2 3 1 2 5 5 0 1 2 5 1 2 4 0 1 5 4 9 0 0      40500      31500      27000 
387	 154424	1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 1 1 0 1 1 0 1 1 0 2 1 0 2 1 1 2 1 0 2 1 0 2 1 0 2 1 0 3 1 0 3 1 0 3 1 0 2 2 0 2 3 2 1 3 3 2 2 7 4 3 5 1 4 7 1 2 17 4      63378       5882      13311 
972	 118970	1 0 0 1 0 0 1 0 0 1 1 0 1 0 0 1 0 0 1 1 0 1 0 0 1 0 0 1 0 1 1 0 1 1 0 1 1 2 0 1 1 2 1 0 2 1 1 2 1 1 2 1 0 2 1 1 2 1 0 3 1 1 3 1 0 3 1 2 2 2 1 1 3 5 1 3 0 2 2 5 6 3 0 1 4 2 1 2 18 4      66000       5703      11334 
0	 848000	0 2 1 1 0 1 0 2 0 1 1 0 1 1 1 0 1 2 0 0 3 1 0 2 1 1 0 1 2 0 1 1 0 0 2 0 1 0 2 0 1 2 0 0 4 2 1 0 3 0 0 2 0 1 2 1 0 2 1 0 0 2 2 0 2 2 1 3 0 1 1 4 1 5 1 6 1 0 0 3 7 0 5 6 5 3 1 9 0 0      33000      39000      21000 
387	 162286	0 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 3 0 1 3 0 1 2 0 1 2 0 2 1 6 3 3 3 3 1 3 3 2 3 3 0 6 4 5 21 1      13500       7119      63000 
684	  97076	1 0 0 1 0 0 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 1 0 1 1 0 1 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 1 2 1 0 3 1 0 3 1 0 2 2 0 2 3 4 1 3 2 2 3 3 1 3 5 1 4 5 0 1 20 6      63104       6810      13448 
0	1268000	0 0 4 1 0 1 0 3 1 0 1 2 2 0 0 0 1 1 0 3 0 0 1 1 0 2 2 1 0 1 1 2 0 0 2 1 0 2 1 1 2 0 1 0 1 1 0 1 0 2 1 3 0 2 3 0 0 0 1 3 2 0 1 3 2 0 0 4 1 5 0 0 3 1 3 1 1 4 4 3 0 3 3 2 2 3 6 5 3 2      39000      21000      42000 
387	 502860	0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 3 1 1 2 1 1 2 0 2 2 1 3 3 4 3 1 5 3 3 5 3 2 8 3 3 17 2 3       6075      64280      12860 
972	 190150	0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 2 0 1 2 0 1 2 1 1 2 0 1 2 0 1 2 0 1 3 0 1 3 0 1 2 0 1 2 0 2 2 3 3 2 5 3 2 5 3 2 5 3 1 3 4 2 20 1 5       6075      63000      13500 
1368	 128376	0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 3 0 1 2 0 1 2 0 2 2 4 3 3 3 3 1 5 3 1 3 3 2 3 3 5 22 2 3       5116      64884      12558 
1665	 123260	0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 3 0 1 2 0 1 2 0 2 2 4 3 3 3 3 1 5 3 1 2 3 2 3 3 5 22 2 3       5116      64884      12558 
0	1095000	0 1 1 2 0 0 1 1 0 1 0 1 1 0 1 0 2 0 0 3 0 1 1 2 0 0 2 3 0 0 1 1 1 0 0 2 1 1 1 0 0 3 0 0 4 0 1 2 3 0 0 2 1 0 1 2 0 3 0 0 1 2 0 1 2 0 1 2 1 3 2 3 1 4 4 1 1 7 1 5 2 2 2 3 3 7 2 8 1 0      31500      31500      36000 
288	 123450	1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 3 0 1 3 0 1 2 0 2 2 1 3 1 5 3 2 3 2 4 7 3 3 1 4 0 6 2 4 18      63000      13500       5555 
