
0	  23250	1 0 0 0 2 0 0 2 0 1 2 0 1 1 4 3 0 2 3 2 3     245500     127500      31750 
387	   5001	0 1 0 0 1 1 0 1 1 0 2 0 0 2 0 5 0 7 4 2 0     150000     250000       7143 
0	  17632	1 0 0 1 0 0 1 0 0 1 1 5 2 0 0 1 4 1 2 4 3     250001     131579      23684 
288	   5001	0 0 1 0 1 1 0 1 1 0 0 2 0 0 2 5 7 0 4 0 2     150000       7143     250000 
0	  15001	0 2 0 1 0 0 1 0 0 1 2 0 1 2 0 2 1 6 3 2 3     259999     120001      26667 
288	   5001	1 0 0 1 0 1 1 0 1 2 0 0 2 0 0 0 5 7 2 4 0     250000     150000       7143 
0	  19286	0 2 1 1 1 0 0 2 1 1 0 2 1 0 2 1 3 3 5 1 0     209524      52380     145238 
387	   5001	1 0 0 1 0 1 1 0 1 2 0 0 2 0 0 0 5 7 2 4 0     250000     150000       7143 
0	  14698	1 0 0 1 0 0 1 0 1 2 0 0 0 3 5 3 0 3 1 6 0     251510     141415      15151 
387	   5001	1 0 0 1 0 1 1 0 1 2 0 0 2 0 0 0 5 7 2 4 0     250000     150000       7143 
0	  25000	1 0 0 0 1 2 0 3 1 2 0 0 1 3 1 3 1 0 2 1 5     250000      50000     110000 
387	  15004	0 1 0 0 1 0 0 1 0 0 2 0 0 2 0 4 0 9 5 2 0     120000     250000      35556 
486	  10239	1 0 1 1 0 1 1 0 1 2 0 1 2 0 1 0 5 4 2 4 0     245238     152381       9524 
684	   5001	0 0 1 1 0 1 1 0 1 0 0 2 0 0 2 7 5 0 0 4 2       7143     150000     250000 
0	  18001	1 0 0 1 0 0 0 1 5 1 2 0 0 4 0 3 0 1 3 2 3     256333     125000      27000 
288	   5001	1 0 0 1 0 1 1 0 1 2 0 0 2 0 0 0 5 7 2 4 0     250000     150000       7143 
0	  20407	0 4 1 1 0 0 1 0 0 1 0 2 2 0 0 1 2 4 3 3 2     254054      32432     120271 
288	   5001	1 0 0 1 0 1 1 0 1 2 0 0 2 0 0 0 5 7 2 4 0     250000     150000       7143 
0	  29289	1 0 0 1 0 0 1 0 0 1 3 0 2 0 0 2 2 2 1 4 7     250000      83333      73810 
288	   5001	1 0 0 1 0 1 1 0 1 2 0 0 2 0 0 0 5 7 2 4 0     250000     150000       7143 
0	  27500	0 1 0 0 1 0 0 1 0 4 0 0 0 2 0 1 2 6 4 2 3     125000     255000      27500 
99	  18848	0 1 0 0 1 0 0 1 0 1 1 4 0 2 0 6 0 2 2 3 3     123077     253846      30769 
387	  15004	1 0 0 1 0 0 1 0 0 2 0 0 2 0 0 0 6 4 2 3 5     250000      88888      66668 
486	   8750	1 0 0 1 0 0 1 1 0 2 0 0 2 0 0 0 8 5 2 0 4     250000       6250     150000 
1071	   5001	1 0 0 1 1 0 1 1 0 2 0 0 2 0 0 0 7 5 2 0 4     250000       7143     150000 
0	  22144	1 0 0 0 2 0 0 2 0 2 0 0 2 0 0 2 2 2 2 3 7     250000     127501      31071 
288	   5001	1 0 0 1 0 1 1 0 1 2 0 0 2 0 0 0 5 7 2 4 0     250000     150000       7143 
0	  23750	1 0 0 0 3 0 1 0 0 1 2 1 2 0 0 1 0 8 3 4 0     250000      87500      68750 
